,Planet Name,ID,FeatureName,FeatureType,Planetary Feature,Latitude of Center of Planetary Feature,Longitude of Center of Planetary Feature,Size of Planetary Feature(km)
14360,Moon,13895.0, Wilhelm A , satellite feature ,SF,-44.698852,337.88653,19.7438
14359,Moon,13894.0, Wiener Q , satellite feature ,SF,39.267922,144.965565,30.7448
14357,Moon,13893.0, Wiener K , satellite feature ,SF,39.261004,147.955332,94.5087
14356,Moon,13892.0, Wiener H , satellite feature ,SF,39.721131,149.880331,17.7441
14355,Moon,13891.0, Wiener F , satellite feature ,SF,41.190507,149.967731,44.9166
14354,Moon,13906.0, Wilhelm M , satellite feature ,SF,-43.957378,342.633958,8.50746
14353,Moon,13905.0, Wilhelm L , satellite feature ,SF,-40.476803,337.867798,8.15001
14352,Moon,13889.0, Wiechert P , satellite feature ,SF,-85.127615,151.75743,38.6235
14381,Moon,13931.0, Williams R , satellite feature ,SF,42.499733,38.373406,3.82309
14382,Moon,8702.0, Deluc R , satellite feature ,SF,-55.482586,0.581876,21.0295
14383,Moon,13921.0, Wilkins B , satellite feature ,SF,-29.548893,18.915523,7.5489
14385,Moon,8703.0, Deluc S , satellite feature ,SF,-62.10993,0.209332,6.34651
14413,Moon,13953.0, Wöhler D , satellite feature ,SF,-36.249737,31.144991,7.38728
14412,Moon,13952.0, Wöhler C , satellite feature ,SF,-36.761942,30.576727,11.5367
14409,Moon,13951.0, Wöhler B , satellite feature ,SF,-37.254963,30.767007,9.82587
14408,Moon,13950.0, Wöhler A , satellite feature ,SF,-37.719069,30.269123,7.05876
14407,Moon,13932.0, Wilsing C , satellite feature ,SF,-18.539756,207.097426,33.2698
14405,Moon,13930.0, Williams N , satellite feature ,SF,42.133396,36.44077,4.73122
14404,Moon,13929.0, Williams M , satellite feature ,SF,41.282863,38.830928,6.13357
14403,Moon,13928.0, Williams F , satellite feature ,SF,43.604283,38.184994,5.80702
14402,Moon,13923.0, Wilkins D , satellite feature ,SF,-27.866271,17.632793,30.2247
14401,Moon,13922.0, Wilkins C , satellite feature ,SF,-30.704803,19.99155,17.985
14501,Moon,14117.0, Mandel'shtam F , satellite feature ,SF,5.100675,166.108546,15.39
14400,Moon,13919.0, Wilhelm Z , satellite feature ,SF,-44.829597,339.658315,7.69531
14397,Moon,13917.0, Wilhelm X , satellite feature ,SF,-40.863056,339.993928,10.3897
14395,Moon,13915.0, Wilhelm V , satellite feature ,SF,-43.931802,340.381965,7.51054
14394,Moon,13914.0, Wilhelm U , satellite feature ,SF,-41.466278,339.41815,4.99848
14393,Moon,13913.0, Wilhelm T , satellite feature ,SF,-41.293745,338.998437,6.68382
14392,Moon,13912.0, Wilhelm S , satellite feature ,SF,-41.821214,338.166023,9.78994
14391,Moon,13911.0, Wilhelm R , satellite feature ,SF,-41.366486,338.029971,7.06137
14390,Moon,10473.0, La Caille P , satellite feature ,SF,-22.4149,0.018384,22.6943
14389,Moon,8970.0, Epigenes D , satellite feature ,SF,68.353895,0.145167,9.78985
14388,Moon,8968.0, Epigenes A , satellite feature ,SF,67.044573,359.610035,17.5747
14387,Moon,13916.0, Wilhelm W , satellite feature ,SF,-42.59946,339.619742,5.67401
14398,Moon,13918.0, Wilhelm Y , satellite feature ,SF,-44.600288,339.015272,5.41551
14502,Moon,14118.0, Mandel'shtam G , satellite feature ,SF,4.418401,166.325683,28.5601
14503,Moon,14018.0, Young R , satellite feature ,SF,-42.434306,55.390787,9.45401
14504,Moon,14019.0, Young S , satellite feature ,SF,-43.36135,53.883778,9.9812
14581,Moon,14103.0, Zupus C , satellite feature ,SF,-17.333142,304.82307,20.6247
14580,Moon,14102.0, Zupus B , satellite feature ,SF,-17.606427,305.477977,6.35955
14579,Moon,14101.0, Zupus A , satellite feature ,SF,-17.220817,306.434708,6.19713
14578,Moon,14100.0, Zucchius K , satellite feature ,SF,-64.270141,301.696192,10.4816
14577,Moon,14099.0, Zucchius H , satellite feature ,SF,-60.941502,300.054088,14.2875
14576,Moon,14098.0, Zucchius G , satellite feature ,SF,-60.476126,302.597231,24.0537
14575,Moon,8687.0, Deluc A , satellite feature ,SF,-54.068679,359.503649,53.6044
14574,Moon,8540.0, Cysatus H , satellite feature ,SF,-66.857834,359.977611,9.03681
14573,Moon,8537.0, Cysatus E , satellite feature ,SF,-66.616801,358.706313,48.5924
14572,Moon,8535.0, Cysatus C , satellite feature ,SF,-63.885853,0.466881,26.6655
14571,Moon,8237.0, Challis A , satellite feature ,SF,77.274249,1.976257,31.8174
14570,Moon,7571.0, Barrow G , satellite feature ,SF,70.165205,0.264482,29.3614
14569,Moon,7221.0, Alphonsus K , satellite feature ,SF,-12.609954,359.885082,20.599
14568,Moon,7215.0, Alphonsus B , satellite feature ,SF,-13.26207,359.800656,22.9362
14565,Moon,14096.0, Zucchius E , satellite feature ,SF,-61.239928,299.308931,20.5928
14564,Moon,14095.0, Zucchius D , satellite feature ,SF,-61.375938,300.859404,21.077
14563,Moon,14094.0, Zucchius C , satellite feature ,SF,-60.875002,314.278549,21.315
14562,Moon,14093.0, Zucchius B , satellite feature ,SF,-61.83561,305.628954,24.2531
14561,Moon,14092.0, Zucchius A , satellite feature ,SF,-61.806638,303.734668,27.5532
14560,Moon,14091.0, Zsigmondy Z , satellite feature ,SF,61.875265,254.493872,23.6995
14559,Moon,14090.0, Zsigmondy S , satellite feature ,SF,59.360655,252.72218,66.7637
14582,Moon,14104.0, Zupus D , satellite feature ,SF,-19.698829,306.460528,17.7694
14583,Moon,14105.0, Zupus F , satellite feature ,SF,-17.328027,305.926496,3.47201
14584,Moon,14106.0, Zupus K , satellite feature ,SF,-15.809601,307.723108,14.7481
14585,Moon,14107.0, Zupus S , satellite feature ,SF,-16.955038,308.661894,24.838
14660,Moon,15763.0, Donner M , satellite feature ,SF,-32.17,97.96,8.0
14659,Moon,15762.0, Yerkes V , satellite feature ,SF,15.24,50.49,3.7
14652,Moon,15475.0, Poincaré E , satellite feature ,SF,-56.585083,171.061523,60.0
14651,Moon,15477.0, Hildegard K , satellite feature ,SF,-51.034241,125.490784,33.0
14650,Moon,15474.0, Poincaré F , satellite feature ,SF,-57.930908,168.598389,95.0
14630,Moon,15609.0, Chebyshev Z , satellite feature ,SF,-28.73,-132.68,11.5
14628,Moon,15612.0, Korolev Z , satellite feature ,SF,1.15,-159.48,17.7
14627,Moon,15608.0, Grigg E , satellite feature ,SF,13.51,-125.68,10.4
14626,Moon,15614.0, Chaplygin B , satellite feature ,SF,-4.08,151.69,1.5
14624,Moon,15610.0, Wood T , satellite feature ,SF,43.91,-124.32,10.5
14558,Moon,14089.0, Zsigmondy A , satellite feature ,SF,62.482923,257.57639,61.2013
14623,Moon,15607.0, Kohlschütter V , satellite feature ,SF,15.41,151.61,19.0
14603,Moon,12456.0, Réaumur A , satellite feature ,SF,-4.332114,0.21484,14.9508
14600,Moon,13078.0, Short A , satellite feature ,SF,-76.942293,358.723186,32.4908
14599,Moon,12847.0, Saussure D , satellite feature ,SF,-47.014863,0.151408,18.1822
14598,Moon,12477.0, Regiomontanus R , satellite feature ,SF,-28.429452,359.966244,3.08452
14597,Moon,11420.0, Miller C , satellite feature ,SF,-38.196465,359.653016,35.0646
14596,Moon,10793.0, Licetus K , satellite feature ,SF,-45.585849,359.987589,5.55236
14594,Moon,11151.0, Marco Polo S , satellite feature ,SF,17.762433,0.006106,22.0538
14588,Moon,14110.0, Zupus Y , satellite feature ,SF,-17.433374,310.270449,3.72259
14587,Moon,14109.0, Zupus X , satellite feature ,SF,-18.891785,304.997948,4.90787
14586,Moon,14108.0, Zupus V , satellite feature ,SF,-18.222976,303.573402,5.57301
14618,Moon,15570.0, Virtanen F , satellite feature ,SF,15.79,177.32,11.6
14351,Moon,13890.0, Wiechert U , satellite feature ,SF,-83.429964,149.041448,29.9555
14557,Moon,14088.0, Zöllner K , satellite feature ,SF,-6.53099,20.818378,7.19958
14555,Moon,14086.0, Zöllner H , satellite feature ,SF,-7.092421,19.1335,6.58623
14527,Moon,14039.0, Zagut K , satellite feature ,SF,-31.751899,22.171438,6.36049
14525,Moon,14038.0, Zagut H , satellite feature ,SF,-30.02143,20.759473,8.00643
14524,Moon,14037.0, Zagut F , satellite feature ,SF,-30.31941,17.507796,8.11995
14522,Moon,14036.0, Zagut E , satellite feature ,SF,-31.729213,23.040611,32.8371
14521,Moon,14035.0, Zagut D , satellite feature ,SF,-31.463484,19.277673,15.0578
14520,Moon,14097.0, Zucchius F , satellite feature ,SF,-60.109086,303.329862,8.93159
14519,Moon,14033.0, Zagut B , satellite feature ,SF,-32.104251,18.710207,30.3599
14518,Moon,14032.0, Zagut A , satellite feature ,SF,-32.049484,21.637709,11.404
14517,Moon,14034.0, Zagut C , satellite feature ,SF,-30.912143,18.377464,19.775
14516,Moon,14031.0, Zach M , satellite feature ,SF,-57.276552,6.871464,4.83438
14515,Moon,14030.0, Zach L , satellite feature ,SF,-58.0504,6.791921,15.5882
14514,Moon,14029.0, Zach K , satellite feature ,SF,-57.480674,6.106662,8.34955
14513,Moon,14028.0, Zach J , satellite feature ,SF,-57.413588,4.666714,10.5023
14512,Moon,14027.0, Zach H , satellite feature ,SF,-59.165428,2.880657,5.89239
14511,Moon,14026.0, Zach G , satellite feature ,SF,-58.536932,0.46435,5.51427
14510,Moon,14025.0, Zach F , satellite feature ,SF,-60.162352,3.304918,28.4035
14509,Moon,14024.0, Zach E , satellite feature ,SF,-59.542859,6.212372,24.1909
14508,Moon,14023.0, Zach D , satellite feature ,SF,-62.118919,7.845217,28.9392
14507,Moon,14022.0, Zach C , satellite feature ,SF,-58.68464,1.169333,12.1458
14506,Moon,14021.0, Zach B , satellite feature ,SF,-58.652362,2.77587,30.1948
14505,Moon,14020.0, Zach A , satellite feature ,SF,-62.610883,4.99222,35.334
14528,Moon,14040.0, Zagut L , satellite feature ,SF,-30.298825,22.022344,11.9936
14529,Moon,14045.0, Zagut R , satellite feature ,SF,-30.648511,20.818409,4.37419
14530,Moon,14046.0, Zagut S , satellite feature ,SF,-33.379062,22.626411,5.7286
14531,Moon,14047.0, Zanstra A , satellite feature ,SF,4.662603,125.284575,34.8443
14554,Moon,14069.0, Zeno X , satellite feature ,SF,43.568113,76.725079,18.693
14553,Moon,14068.0, Zeno W , satellite feature ,SF,43.391054,67.847245,11.9422
14552,Moon,14067.0, Zeno V , satellite feature ,SF,43.168995,69.355452,23.8415
14551,Moon,14066.0, Zeno U , satellite feature ,SF,42.444955,68.905102,14.3924
14550,Moon,14065.0, Zeno P , satellite feature ,SF,43.430248,66.144015,11.233
14549,Moon,14064.0, Zeno K , satellite feature ,SF,42.831023,66.733938,19.1226
14548,Moon,14063.0, Zeno J , satellite feature ,SF,44.18698,76.332717,13.9282
14547,Moon,14062.0, Zeno H , satellite feature ,SF,41.422115,74.349651,17.4716
14546,Moon,14061.0, Zeno G , satellite feature ,SF,43.934799,73.044473,11.4426
14545,Moon,14060.0, Zeno F , satellite feature ,SF,42.406633,80.018094,18.4267
14556,Moon,14087.0, Zöllner J , satellite feature ,SF,-6.19796,20.695643,10.358
14544,Moon,14059.0, Zeno E , satellite feature ,SF,41.706755,70.791784,18.0705
14542,Moon,14057.0, Zeno B , satellite feature ,SF,44.01423,71.091268,35.778
14541,Moon,14056.0, Zeno A , satellite feature ,SF,44.430308,69.687631,43.9756
14540,Moon,14055.0, Zelinskiy Y , satellite feature ,SF,-28.370391,166.695206,12.1498
14539,Moon,14054.0, Zeeman Y , satellite feature ,SF,-72.467406,222.296342,32.2086
14538,Moon,14053.0, Zeeman X , satellite feature ,SF,-71.363887,221.75416,23.9586
14537,Moon,14052.0, Zeeman U , satellite feature ,SF,-73.605005,210.253727,23.3253
14536,Moon,14051.0, Zeeman G , satellite feature ,SF,-74.361145,251.815183,40.6287
14535,Moon,14050.0, Zeeman E , satellite feature ,SF,-74.014924,235.682929,24.6049
14534,Moon,14049.0, Zanstra M , satellite feature ,SF,1.241578,124.845583,22.0594
14533,Moon,14048.0, Zanstra K , satellite feature ,SF,1.506622,125.570794,20.9402
14543,Moon,14058.0, Zeno D , satellite feature ,SF,45.142716,70.962903,29.0634
14350,Moon,13887.0, Wiechert E , satellite feature ,SF,-83.563406,176.01678,20.865
14349,Moon,13886.0, Wiechert A , satellite feature ,SF,-82.375233,168.635256,26.8664
14348,Moon,13885.0, Wichmann R , satellite feature ,SF,-6.644557,321.046423,64.1294
14216,Moon,13781.0, Walther K , satellite feature ,SF,-34.090333,358.587411,6.83499
14215,Moon,13834.0, Webb L , satellite feature ,SF,0.159557,62.72809,6.30062
14214,Moon,13779.0, Walther G , satellite feature ,SF,-32.588111,355.97926,7.69903
14213,Moon,13796.0, Wargentin B , satellite feature ,SF,-51.341919,292.25721,17.0345
14212,Moon,13776.0, Walther D , satellite feature ,SF,-32.015241,2.839623,16.46
14211,Moon,13775.0, Walther C , satellite feature ,SF,-31.204678,359.15143,12.6778
14210,Moon,13759.0, W. Bond F , satellite feature ,SF,64.454678,9.462213,9.02255
14209,Moon,13868.0, Werner B , satellite feature ,SF,-26.213559,0.675236,13.2731
14208,Moon,13867.0, Werner A , satellite feature ,SF,-27.240737,1.045788,14.4537
14207,Moon,13866.0, Weiss E , satellite feature ,SF,-31.133151,340.760673,16.4661
14206,Moon,13784.0, Walther N , satellite feature ,SF,-33.741657,359.777691,5.56526
14205,Moon,13758.0, W. Bond E , satellite feature ,SF,63.802935,8.958917,24.948
14204,Moon,13778.0, Walther F , satellite feature ,SF,-33.153585,2.086429,5.34996
14203,Moon,13757.0, W. Bond D , satellite feature ,SF,63.603371,3.213851,6.84921
14202,Moon,13756.0, W. Bond C , satellite feature ,SF,65.688369,8.25481,7.39033
14201,Moon,13755.0, W. Bond B , satellite feature ,SF,65.02869,7.513327,15.2397
14200,Moon,13777.0, Walther E , satellite feature ,SF,-33.34873,358.730678,11.7354
14199,Moon,13754.0, Voskresenskiy K , satellite feature ,SF,28.735692,275.761527,36.078
14198,Moon,13753.0, Von Zeipel J , satellite feature ,SF,40.447552,220.267197,37.8314
14197,Moon,13752.0, Von Kármán R , satellite feature ,SF,-46.033083,170.776107,25.7473
14196,Moon,13750.0, Von Kármán L , satellite feature ,SF,-47.833441,177.896256,28.7563
14217,Moon,13782.0, Walther L , satellite feature ,SF,-31.959359,359.021891,5.68507
14218,Moon,13783.0, Walther M , satellite feature ,SF,-34.055557,359.598301,4.25842
14219,Moon,13798.0, Wargentin D , satellite feature ,SF,-51.030554,294.704069,16.1132
14220,Moon,13799.0, Wargentin E , satellite feature ,SF,-50.906639,292.860561,16.0035
14244,Moon,13810.0, Watt D , satellite feature ,SF,-50.349944,55.458038,34.5429
14243,Moon,13809.0, Watt C , satellite feature ,SF,-50.112667,51.47583,24.8099
14242,Moon,13808.0, Watt B , satellite feature ,SF,-50.282863,48.296672,5.22416
14241,Moon,13807.0, Watt A , satellite feature ,SF,-50.348016,46.408747,9.22906
14240,Moon,13797.0, Wargentin C , satellite feature ,SF,-47.421538,298.656418,12.4793
14239,Moon,13795.0, Wargentin A , satellite feature ,SF,-47.091482,300.80357,20.6805
14238,Moon,13794.0, Wan-Hoo (Van-Gu) T , satellite feature ,SF,-10.179339,218.86761,21.218
14237,Moon,13793.0, Walther X , satellite feature ,SF,-32.155861,358.037208,11.5525
14236,Moon,13792.0, Walther W , satellite feature ,SF,-32.833016,357.431788,31.9767
14235,Moon,13789.0, Walther S , satellite feature ,SF,-36.466355,0.621376,11.2751
14195,Moon,13749.0, Von der Pahlen V , satellite feature ,SF,-23.777937,223.981588,18.6861
14234,Moon,13788.0, Walther R , satellite feature ,SF,-35.811923,0.336635,9.99191
14230,Moon,13888.0, Wiechert J , satellite feature ,SF,-85.201931,182.363035,34.8872
14229,Moon,13899.0, Wilhelm E , satellite feature ,SF,-44.194563,341.987716,13.6306
14228,Moon,13898.0, Wilhelm D , satellite feature ,SF,-41.884455,342.152205,31.4309
14227,Moon,13787.0, Walther Q , satellite feature ,SF,-33.574825,0.236903,4.55112
14226,Moon,13785.0, Walther O , satellite feature ,SF,-35.629744,359.778524,5.04727
14225,Moon,13805.0, Wargentin P , satellite feature ,SF,-48.721135,303.26176,9.3252
14224,Moon,13804.0, Wargentin M , satellite feature ,SF,-48.049356,300.907158,6.71026
14223,Moon,13802.0, Wargentin K , satellite feature ,SF,-48.310774,301.996214,8.26104
14222,Moon,13801.0, Wargentin H , satellite feature ,SF,-47.472486,299.524088,9.67502
14221,Moon,13800.0, Wargentin F , satellite feature ,SF,-51.507526,293.742522,19.8196
14233,Moon,8688.0, Deluc B , satellite feature ,SF,-52.152998,0.265791,32.811
14245,Moon,13933.0, Wilsing D , satellite feature ,SF,-19.71187,207.613628,15.9677
14194,Moon,13748.0, Von der Pahlen H , satellite feature ,SF,-27.206042,231.962184,33.4611
14192,Moon,13746.0, von Békésy T , satellite feature ,SF,51.999972,121.733981,30.3465
14163,Moon,13712.0, Vitello K , satellite feature ,SF,-31.803261,322.374874,12.8943
14162,Moon,13711.0, Vitello H , satellite feature ,SF,-32.804586,316.869854,11.6319
14161,Moon,13710.0, Vitello G , satellite feature ,SF,-32.196933,322.329768,9.47983
14160,Moon,13709.0, Vitello E , satellite feature ,SF,-29.184427,324.183349,7.34044
14159,Moon,13708.0, Vitello D , satellite feature ,SF,-33.173381,318.93897,16.8773
14158,Moon,13707.0, Vitello C , satellite feature ,SF,-32.433447,317.419339,16.5005
14157,Moon,13706.0, Vitello B , satellite feature ,SF,-31.168169,324.549024,10.9345
14156,Moon,13705.0, Vitello A , satellite feature ,SF,-34.114832,318.033908,23.1001
14155,Moon,13704.0, Virtanen Z , satellite feature ,SF,16.754406,176.658098,34.1053
14154,Moon,13703.0, Virtanen J , satellite feature ,SF,14.02807,178.061074,19.859
14153,Moon,13702.0, Virtanen C , satellite feature ,SF,17.280986,178.195625,19.6784
14152,Moon,13700.0, Vil'ev V , satellite feature ,SF,-5.091854,143.049186,41.4602
14151,Moon,13699.0, Vil'ev J , satellite feature ,SF,-6.561044,145.387641,16.5988
14150,Moon,13697.0, Vieta Y , satellite feature ,SF,-30.566256,304.040258,10.475
14149,Moon,13696.0, Vieta T , satellite feature ,SF,-32.39267,302.066445,28.2912
14148,Moon,13695.0, Vieta R , satellite feature ,SF,-26.522413,302.392162,3.30097
14146,Moon,13694.0, Vieta P , satellite feature ,SF,-27.520331,301.946337,8.28367
14145,Moon,13693.0, Vieta M , satellite feature ,SF,-29.792622,299.202787,4.73631
14144,Moon,13692.0, Vieta L , satellite feature ,SF,-29.500489,299.575969,7.31428
14141,Moon,13691.0, Vieta K , satellite feature ,SF,-28.000271,304.846474,4.8065
14140,Moon,13685.0, Vieta D , satellite feature ,SF,-27.836126,305.702478,7.76948
14164,Moon,13803.0, Wargentin L , satellite feature ,SF,-48.124401,301.642584,11.5247
14165,Moon,13713.0, Vitello L , satellite feature ,SF,-31.630614,324.675667,6.15607
14166,Moon,13835.0, Webb M , satellite feature ,SF,-0.255945,63.813193,5.82754
14167,Moon,13714.0, Vitello M , satellite feature ,SF,-32.393891,323.98269,6.17592
14191,Moon,13745.0, von Békésy F , satellite feature ,SF,52.80202,137.040458,19.1588
14190,Moon,13744.0, Volterra R , satellite feature ,SF,55.955148,128.913727,32.5974
14189,Moon,13743.0, Volta D , satellite feature ,SF,52.491368,276.906464,19.529
14188,Moon,13742.0, Volta B , satellite feature ,SF,54.531844,276.470615,8.27839
14187,Moon,13724.0, Vitruvius L , satellite feature ,SF,18.935763,30.675281,5.58077
14186,Moon,13723.0, Vitruvius H , satellite feature ,SF,16.357372,33.798721,22.3648
14185,Moon,13722.0, Vitruvius G , satellite feature ,SF,13.889863,34.608145,4.98641
14184,Moon,13751.0, Von Kármán M , satellite feature ,SF,-49.441726,174.954852,218.981
14183,Moon,13877.0, Wexler V , satellite feature ,SF,-67.973424,84.195764,20.6245
14182,Moon,13791.0, Walther U , satellite feature ,SF,-33.498679,2.606932,4.33951
14193,Moon,13747.0, Von der Pahlen E , satellite feature ,SF,-24.521366,231.088209,32.4561
14181,Moon,13876.0, Wexler U , satellite feature ,SF,-68.279174,82.427396,49.7689
14179,Moon,13790.0, Walther T , satellite feature ,SF,-33.477662,1.738557,7.62877
14178,Moon,13219.0, Stein L , satellite feature ,SF,4.642049,180.1122,16.6508
14177,Moon,13720.0, Vitello X , satellite feature ,SF,-32.216817,319.319394,7.31414
14176,Moon,13719.0, Vitello T , satellite feature ,SF,-33.812596,320.238762,8.9828
